Unnamed: 0;iteration;screening_sensitivity;screening_specificity;screening_cost;provider_cost;eGFR_cost;ultrasound_cost;ACE cost;diabetic_prevalence_30_39;diabetic_prevalence_40_49;diabetic_prevalence_50_59;diabetic_prevalence_60_69;diabetic_prevalence_70_79;DM_prev_30_39;DM_prev_40_49;DM_prev_50_59;DM_prev_60_69;DM_prev_70;DM_NDM_HR;dapa cost;disutility_medication_decrement;disutility_medication_cost;adverse_event_prop;UTI_event_prop;UTI_event_cost;disutility_UTI_decrement;DKA_event_prop;DKA_event_cost;disutility_DKA_decrement;compliance;SGLT2_discontinue;Stage3a mortality;Stage3b mortality;Stage4 mortality;Stage5 mortality;Stage2_QALY;Stage3a_QALY;Stage3b_QALY;Stage4_QALY;KF_PRE_KRT_QALY;KF_ON_KRT_QALY;Stage3a_overall_cost;Stage3b_overall_cost;Stage4_overall_cost;Stage5_overall_cost;Stage3a_DM_overall_cost;Stage3b_DM_overall_cost;Stage4_DM_overall_cost;Stage3a_NDM_cost;Stage3b_NDM_cost;Stage4_NDM_cost;Stage5_NDM_cost;Stage3a_DM_cost;Stage3b_DM_cost;Stage4_DM_cost;Stage5_DM_cost;baseline_costs;male_prop;diabetic ACM HR;diabetic kidney HR;non diabetic ACM HR;non diabetic kidney HR;TREATMENT ADHERENCE;DM_disutility
3928;3928;0.852454818;0.888450962;43.95331646;245.8109222;24.00271035;403.2524082;30.54930903;0.041666667;0.352941176;0.533333333;0.36809816;0.446043165;0.042665726;0.071351739;0.134795111;0.198797193;0.24077268;1.506073584;333.4890126;0.006606892;3793.027193;0.0004655;0.007746834;168.5161584;0.001590554;0.000526191;29457.42043;0.00834046;0.006487976;0.01236267;1.164248503;1.735171392;3.358216766;6.11666011;0.945411728;0.904275188;0.904275188;0.792900839;0.792900839;0.662217872;170.0605712;357.3115509;1239.56391;8648.282034;117.3928914;323.6737684;812.7456117;32.35141006;133.2865798;477.4902951;7903.515505;406.1053893;946.479533;1807.144913;9037.332302;1.08588311;0.514339742;0.818414258;0.574107396;0.75495845;0.516597718;0.770749326;0.025913911
3929;3929;0.869156592;0.88587528;31.63996123;188.0732753;26.63187129;463.1099134;45.88490418;0.145833333;0.411764706;0.527272727;0.374233129;0.419064748;0.032792666;0.066332019;0.130481668;0.206481791;0.233528803;1.559588405;451.5942306;0.012799307;5230.838308;5.03919E-06;0.012400183;149.9688429;0.003089531;0.000735436;29484.48036;0.006297178;0.004915049;0.018407152;1.185246345;1.921196702;3.105834569;6.046619066;0.815268946;0.774531742;0.774531742;0.72775592;0.72775592;0.6224803;137.5259179;366.0658328;1049.667048;8850.40041;99.61664038;324.1437143;713.8536048;44.3003872;121.5303509;395.7481508;8262.870136;305.2035238;1006.474199;1794.587542;9782.844568;0.882326507;0.506740624;0.730878748;0.494665802;0.434507173;0.403662074;0.515609897;0.061751217
3930;3930;0.885913632;0.895564471;41.71552465;204.1003427;28.79216463;445.1609536;33.99136036;0.083333333;0.25;0.496969697;0.40797546;0.456834532;0.038434415;0.079239871;0.134795111;0.211493485;0.249051397;1.377024568;370.176209;0.010027168;4082.901787;6.27565E-06;0.007688999;174.3195425;0.001511788;0.000303223;31034.39948;0.010885076;0.003373304;0.009338753;1.173298527;1.744835812;3.083717738;5.938030642;0.849808808;0.841680946;0.841680946;0.802544445;0.802544445;0.622942267;170.8463287;387.1244468;1226.854878;7221.962639;114.9727454;324.1260545;539.7806281;35.98402744;123.3991553;462.9374733;6725.774559;570.6367898;690.7042544;1963.586815;9901.037019;1.228866394;0.486147938;0.81305927;0.707280982;0.354076061;0.729444707;0.945191891;0.059794601
3931;3931;0.903731961;0.891251801;55.88393134;191.3896108;23.10669254;395.8385696;36.95070446;0.145833333;0.25;0.539393939;0.36809816;0.411870504;0.038787024;0.085693797;0.136951833;0.201470097;0.229734391;1.666239358;397.1838003;0.009233606;3538.900618;3.8218E-05;0.004910214;138.9286039;0.000634741;0.000676151;23973.35405;0.012979314;0.007279773;0.015768312;1.224219201;1.909860305;3.308314615;5.896210154;0.774952347;0.761441645;0.761441645;0.750888709;0.750888709;0.638063767;132.2957502;437.3661536;1126.956537;7713.318134;108.9688452;321.9911429;513.5270598;32.70707055;93.84531702;552.4012016;5834.956585;590.8350424;926.1089519;1832.693478;8320.326595;1.062244894;0.513830924;0.824282855;0.657729306;0.573218522;0.647543257;0.747512428;0.054697428
3932;3932;0.816339029;0.871018389;48.62181451;274.8843306;20.69841201;430.253547;45.96791288;0.145833333;0.235294118;0.521212121;0.423312883;0.424460432;0.036318759;0.068841879;0.123292595;0.210491146;0.221800621;1.465568369;507.0822322;0.00364636;4235.744809;0.00018867;0.006875144;125.3696435;0.002005813;0.000276277;33342.30994;0.007309467;0.003512762;0.007648971;1.173928636;1.78812084;3.284488759;5.919256291;0.750545094;0.717591696;0.717591696;0.706250373;0.706250373;0.624274431;138.0648417;422.0393741;955.7844478;7995.471717;93.07922793;281.6395689;662.1033503;34.42652919;103.7392091;390.8466419;6748.197783;564.8301593;811.9773163;1556.270743;7489.203855;1.005403268;0.485217293;0.801122354;0.593105657;0.712128856;0.544783394;0.661405312;0.040852294
3933;3933;0.91619952;0.902935647;45.32811425;192.2062559;22.09970524;442.5813299;34.88057098;0.125;0.352941176;0.545454545;0.392638037;0.429856115;0.051480959;0.073503048;0.14162473;0.213164049;0.230079338;1.582423213;402.9807305;0.006905934;3509.901931;7.76021E-17;0.006786093;137.5024969;0.001987251;0.000647716;37738.59559;0.008485214;0.006586405;0.019895429;1.168516964;1.76936659;3.206268569;6.149738634;0.838659842;0.777085238;0.777085238;0.704672702;0.704672702;0.592896368;185.4863794;386.0691148;1053.092866;8330.36919;124.2272621;237.7367438;670.2170907;33.37408923;89.97472291;522.9872716;6351.519897;444.6437066;738.2134136;1526.918672;9547.996619;0.877190032;0.510966601;0.88803243;0.466303922;0.491247512;0.364881932;0.687631279;0.024310943
3934;3934;0.904476442;0.87605828;59.54844403;209.6042587;27.42639692;453.4336657;27.75004141;0.083333333;0.220588235;0.515151515;0.380368098;0.446043165;0.031734838;0.08892076;0.153846154;0.20180421;0.218696102;1.60463598;429.4694075;0.019093631;3597.065518;2.55742E-07;0.005124544;174.0687721;0.004471838;0.000262299;33362.04689;0.008662296;0.005026393;0.008369282;1.212505891;1.728713211;3.286495355;5.543095668;0.949562586;0.889378253;0.889378253;0.740806518;0.740806518;0.624179194;133.7498563;433.8374435;1089.475353;8356.542113;109.6035638;237.9430073;550.7309289;30.85663693;87.33655521;414.2981811;6654.60544;526.2864899;705.9274247;2095.543425;8058.376291;1.2167652;0.484801921;0.859211264;0.509207808;0.545741593;0.423652022;0.826823052;0.031995125
3935;3935;0.881238706;0.892213537;43.32791727;273.7615203;24.90091365;437.3046129;40.90577147;0.1875;0.323529412;0.587878788;0.417177914;0.456834532;0.033850494;0.069917533;0.14054637;0.204143;0.222835461;1.467630258;390.6279738;0.011512253;3937.448366;2.15126E-05;0.015173195;160.265296;0.003929079;0.000493459;25804.10191;0.009215278;0.006632505;0.014243593;1.177280261;1.755265253;3.340306554;5.965175921;0.880011763;0.805750214;0.805750214;0.700150918;0.700150918;0.619534223;145.9777034;449.4348302;779.1757375;8010.479421;113.7322101;249.2381525;809.3154306;32.72482724;119.9393631;514.6621473;6606.291679;337.9111404;797.583812;2196.810583;8848.09308;1.190033774;0.496034484;0.872500574;0.550941589;0.947272048;0.479776753;0.815118075;0.0481444
3936;3936;0.873580282;0.887329119;55.79278329;165.6341743;20.23745467;462.1294606;41.73069386;0.145833333;0.235294118;0.521212121;0.432515337;0.456834532;0.037376587;0.073503048;0.134795111;0.205813565;0.234908589;1.624229059;427.4012248;0.014938391;3878.483282;0.001641115;0.007737809;147.0177391;0.001255072;0.000346644;35417.29793;0.008929172;0.006224453;0.012961491;1.226490376;1.832275416;3.083982636;6.301546267;0.846229012;0.792072223;0.792072223;0.723384818;0.723384818;0.552307944;168.6280741;376.3018927;1374.985092;8195.560933;132.7035751;294.0019241;502.0790761;37.9813018;120.0592235;415.7817185;5746.049326;562.1562969;861.474295;1687.993632;10631.38878;1.164839743;0.487394919;0.609514105;0.618866911;0.390005656;0.585916513;0.682315382;0.023853484
3937;3937;0.905803117;0.888349267;49.28877001;170.8859707;24.81943863;434.8775781;33.09602292;0.083333333;0.264705882;0.581818182;0.420245399;0.420863309;0.047249647;0.074578702;0.139108555;0.219178082;0.237668161;1.512310447;294.0053908;0.007491128;3827.987786;6.31468E-10;0.006731744;146.8641097;0.000734423;7.10366E-05;25924.0433;0.009216918;0.003381865;0.01586677;1.153211256;1.737920059;3.203092868;5.973430408;0.809783043;0.75702239;0.75702239;0.706402;0.706402;0.610763288;119.4944608;406.577892;1228.688663;8855.62353;104.6798403;292.4057242;758.6326467;40.01826012;119.3140331;460.0626918;7836.622007;421.1944141;918.9932916;2396.152553;7482.29104;1.148890072;0.51004792;0.658510152;0.55966568;0.292785284;0.495631113;0.576362849;0.046158412
3938;3938;0.873992976;0.891356902;55.63827552;199.0239247;26.60295247;468.2434929;35.06800471;0.1875;0.279411765;0.593939394;0.389570552;0.431654676;0.039139633;0.077805665;0.126887132;0.208152355;0.221800621;1.431484169;352.5465506;0.006577831;3172.402597;8.55513E-12;0.007508005;191.9612101;0.002103045;0.000338723;27994.6658;0.00627452;0.004719437;0.010935931;1.183884323;1.810755378;3.267018479;6.171701047;0.856058259;0.827323281;0.827323281;0.768688009;0.768688009;0.520723444;145.9183998;475.8923737;832.8262217;7962.692866;115.5500643;323.5543837;706.5201752;38.378046;122.8139326;495.271062;6329.441737;466.5452463;861.8281577;1936.678331;8879.254485;1.29488493;0.49941388;0.82859773;0.525994236;0.686035146;0.447417471;0.955016554;0.07233659
3939;3939;0.879482407;0.897699378;51.58690285;249.0069181;24.44484738;385.0690468;39.41529517;0.166666667;0.191176471;0.612121212;0.392638037;0.451438849;0.038434415;0.081032628;0.133716751;0.213498162;0.230079338;1.546443904;389.6255258;0.008353764;4622.450398;0.000233902;0.009769579;130.0137857;0.00095978;0.000377098;31117.96172;0.008707786;0.002433321;0.01579043;1.219737828;1.745066069;3.271933684;5.457481112;0.873593913;0.783138888;0.783138888;0.66632332;0.66632332;0.588965926;143.1391502;301.8493954;1013.229636;7210.906411;139.1773965;275.4040593;561.3025647;39.96041987;107.4213999;467.4565597;5236.334529;455.3784105;927.0383535;2150.129611;8701.914952;0.967449448;0.502911949;0.752648956;0.62642427;0.298132643;0.597309316;0.542538978;0.065571265
3940;3940;0.876867359;0.865673742;59.74578883;177.0836655;27.00095894;544.4334112;44.47958978;0.166666667;0.264705882;0.515151515;0.411042945;0.424460432;0.037376587;0.084259591;0.130481668;0.195790177;0.238358055;1.445281216;345.4193822;0.012383036;4188.098284;1.38099E-10;0.00900312;159.4412104;0.003928972;0.000106257;33691.51639;0.010840863;0.005201443;0.011660945;1.174709887;1.881470688;3.029683599;5.815079557;0.91790948;0.870073361;0.870073361;0.769153324;0.769153324;0.544985552;153.6109049;406.2282719;951.5437928;6787.320569;98.62428469;215.3090407;593.9088957;31.60962629;106.6047169;425.5870135;5931.903819;490.0304121;737.0943338;1761.488181;8970.174787;1.14893529;0.515932308;0.645339946;0.458772343;0.535055672;0.356924893;0.763455901;0.024370801
3941;3941;0.863337977;0.867152504;61.14303853;220.1453178;24.31737899;406.0605904;38.15438397;0.125;0.220588235;0.575757576;0.398773006;0.45323741;0.037023977;0.085335246;0.128324946;0.20748413;0.235943429;1.538293567;360.8946263;0.004126538;4237.123617;0.003207045;0.005385379;160.5237431;0.001011871;0.00026794;32239.04394;0.005394603;0.010908959;0.013411429;1.20414036;1.811344873;3.134320884;6.174693922;0.824177958;0.806203226;0.806203226;0.775701439;0.775701439;0.574808818;171.6995095;348.1940519;1352.85092;8568.739003;122.7491017;330.8238968;642.2614231;37.50134275;92.37714895;592.9695438;7504.608869;339.003207;834.1527403;2120.187461;6486.820278;1.17157926;0.491468916;0.598261342;0.631624745;0.325511859;0.606364569;0.58275597;0.019079584
3942;3942;0.827100931;0.865236425;52.20467936;229.6762836;25.19787856;601.095461;39.31582507;0.041666667;0.308823529;0.587878788;0.40797546;0.433453237;0.04090268;0.086052349;0.13263839;0.195790177;0.226284926;1.719405745;462.9557675;0.003505687;4089.012317;3.52531E-07;0.007066448;111.6115866;0.001373282;0.000873885;29854.19037;0.01516066;0.005577357;0.011919673;1.205514828;1.764939024;3.324298594;6.144039271;0.816560175;0.785823492;0.785823492;0.750387551;0.750387551;0.559252372;127.0054537;404.0311755;1232.785051;8513.892387;106.1428203;228.7202549;619.9256018;33.64497894;93.69588222;601.8488943;6446.454108;467.7535666;962.9594095;1907.183769;7348.60126;1.050276464;0.49653548;0.801857756;0.639421375;0.649174753;0.616480708;0.498358722;0.071176514
3943;3943;0.830575682;0.863469003;37.98652041;203.8457065;23.1620675;464.0938353;34.55386731;0.104166667;0.191176471;0.636363636;0.478527607;0.392086331;0.03596615;0.090354966;0.138389648;0.208820581;0.234218696;1.828464354;394.5725724;0.005431065;2836.475335;0.000236752;0.00736037;176.5753531;0.002169275;0.000978858;28330.94985;0.010022364;0.003415038;0.013075909;1.20643218;1.71093326;3.227507681;5.500302903;0.97523085;0.959778087;0.959778087;0.867468012;0.867468012;0.593123696;148.6583623;349.4465738;1029.311395;7894.158255;113.1453125;296.4060281;504.8195772;37.41945881;103.7058661;403.3834143;7368.31395;491.2951401;932.2586994;2051.682063;6999.408423;1.124571876;0.500253634;0.650495031;0.607316568;0.469208338;0.566620249;0.993989974;0.040742933
3944;3944;0.86464459;0.872384797;52.79135895;205.0714235;24.86690902;434.1807859;38.16222767;0.0625;0.279411765;0.581818182;0.371165644;0.449640288;0.040197461;0.079956974;0.125089863;0.213498162;0.240082787;1.743768659;328.2461657;0.013431783;3634.722756;5.11359E-16;0.019636024;120.1654501;0.001108209;0.000901713;24233.85509;0.008690035;0.010160638;0.01492613;1.217430551;1.812225977;3.263716402;5.909015924;0.881043028;0.841462127;0.841462127;0.762415451;0.762415451;0.534529175;108.1820268;394.630437;1168.956586;8443.393475;80.49478821;268.2567477;616.1995494;25.5585384;108.411814;292.4671636;5793.998669;429.2341932;849.5179152;1787.5529;9916.904885;1.086879032;0.505800425;0.771460372;0.532853451;0.668177274;0.455112757;0.703657945;0.043402532
3945;3945;0.881878983;0.876711494;49.83582222;203.1578092;18.7589151;425.7136601;27.63151585;0.1875;0.338235294;0.557575758;0.395705521;0.438848921;0.042313117;0.072427393;0.135154565;0.203808887;0.230424284;1.707165979;456.0600985;0.003278042;3562.664404;5.78305E-05;0.006583448;163.6855468;0.001836643;0.000551327;31511.29724;0.015584245;0.004023044;0.013191165;1.198037344;1.797178367;3.345873267;6.005897188;0.734075088;0.708896236;0.708896236;0.708928959;0.708928959;0.626803003;145.8089003;369.0469712;918.254805;7323.591073;115.4160237;256.7968923;507.8160082;33.7118908;140.7396075;616.4013786;7176.325477;545.5161145;1012.769581;2124.788331;10734.01091;1.056710645;0.515918501;0.784771662;0.456263512;0.653370156;0.353460135;0.782744139;0.041576064
3946;3946;0.889217587;0.866071557;43.98695929;254.5435412;30.23918535;381.4472996;34.58913503;0.125;0.338235294;0.593939394;0.392638037;0.45323741;0.038434415;0.084976694;0.130841121;0.20748413;0.231114177;1.67574713;416.1528707;0.008940421;4571.794922;4.92798E-08;0.008813759;160.4147061;0.000539332;0.000856269;24717.67001;0.00797617;0.007240754;0.006609161;1.186445238;1.770176053;3.08979404;5.660782869;0.747548668;0.713840934;0.713840934;0.702239741;0.702239741;0.642165031;139.5987815;405.9668589;1100.675874;9408.175624;96.86451079;261.7910836;465.6281466;34.85144259;107.3402321;451.2109426;7203.138903;460.609396;909.3978183;1408.298938;7036.856866;0.897765595;0.510213574;0.835736018;0.573150848;0.653834042;0.513552122;0.492449075;0.076602553
3947;3947;0.888574592;0.885294832;57.25745809;190.1223453;20.93821881;532.5439785;36.68228273;0.104166667;0.205882353;0.521212121;0.423312883;0.449640288;0.041607898;0.084259591;0.130841121;0.195456064;0.226629872;1.930511232;449.0327447;0.018100502;3164.011654;8.49291E-13;0.01245167;144.8751146;0.001772712;0.000487316;33207.33979;0.004354853;0.001343916;0.010579403;1.174158552;1.792517125;3.385995635;5.536480119;0.941622992;0.888001957;0.888001957;0.761610318;0.761610318;0.671343978;158.2814529;334.8215912;1029.417834;6681.784396;106.6685613;301.0441626;687.6109236;30.67539102;140.1559311;617.7310733;5531.040459;548.5872255;904.0612572;2025.490611;10418.91122;1.274118261;0.500660612;0.699209174;0.583360239;0.459756774;0.53081666;0.627355854;0.086738446
3948;3948;0.850831938;0.88698982;52.04563761;194.537113;27.54177574;413.4279711;34.28347205;0.145833333;0.279411765;0.521212121;0.450920245;0.462230216;0.037376587;0.073144496;0.144500359;0.202806549;0.235598482;1.670690789;496.6539511;0.012871286;3872.87332;2.0536E-17;0.005536283;176.4574827;0.002522094;0.000274229;37983.9852;0.009884486;0.011207554;0.010147086;1.228802123;1.826311286;3.310240159;5.70547873;0.799944211;0.766575042;0.766575042;0.73390519;0.73390519;0.621284592;124.3358728;370.9115036;1218.992919;7352.050544;119.3399357;229.3223851;591.1284669;40.44817217;114.4747897;513.0837356;6187.514733;568.9599188;915.883575;1513.070187;9381.484691;0.996837967;0.480677989;0.692046373;0.583819031;0.42234882;0.532105913;0.588493808;0.056307848
3949;3949;0.892727306;0.900718986;49.54570198;190.8547698;27.25574066;384.3858301;35.53918401;0.125;0.338235294;0.581818182;0.404907975;0.446043165;0.038434415;0.078522768;0.133716751;0.210491146;0.232493963;1.197812821;477.3146967;0.008103001;3659.239561;6.43163E-11;0.005380063;181.6779396;0.002076459;0.000315575;32227.87465;0.01005433;0.008267081;0.012156387;1.137602547;1.784291253;3.297559834;6.011663337;0.920348328;0.868528695;0.868528695;0.76193247;0.76193247;0.559390969;155.6263672;392.2418433;1371.909118;7108.688768;92.47763059;245.2593401;741.7593397;38.07576258;123.1071865;487.03755;7999.2443;490.9214162;960.0504444;2206.387186;9562.074834;1.305357853;0.511991628;0.790712659;0.462418869;0.846638753;0.360066568;0.662003203;0.039977245
3950;3950;0.845873511;0.861878478;46.99233342;185.7876038;24.39166144;553.8891991;40.22963414;0.104166667;0.308823529;0.624242424;0.423312883;0.433453237;0.036671368;0.076012908;0.13263839;0.214500501;0.241462573;1.979684088;409.1058228;0.0153194;3341.15071;2.61474E-06;0.012387084;164.3714223;0.003672012;0.000199387;36257.37729;0.008569164;0.006390872;0.01368318;1.14219175;1.859387261;3.284948514;5.775467256;0.889540496;0.830643323;0.830643323;0.73759085;0.73759085;0.643236668;122.0816514;472.4040566;1306.748134;8102.00626;105.9369125;208.1683695;643.7456856;26.54630877;126.1506036;430.0349072;6109.321276;405.9669799;910.2540836;2309.949066;10013.80231;1.05254357;0.508284572;0.775352663;0.648608706;0.634441545;0.629249059;0.686162937;0.071162499
3951;3951;0.880026805;0.894873811;53.94159506;228.5843469;21.9648961;512.1960667;34.36513359;0.0625;0.308823529;0.515151515;0.432515337;0.413669065;0.044428773;0.076730011;0.138389648;0.195456064;0.244222146;1.901679955;417.6019439;0.010546685;4001.282333;1.50858E-07;0.010015076;186.2875353;0.004551608;0.000500776;27067.92768;0.012524911;0.008845399;0.015574775;1.201153453;1.7809617;3.220173784;5.943323544;0.834898011;0.76020468;0.76020468;0.677117927;0.677117927;0.640066979;141.1301551;339.7503605;1204.924311;8100.701295;129.5926609;256.3018342;616.2322655;31.64424704;142.4241471;513.8226435;6657.009289;356.4804416;967.5562038;1369.218122;6700.968628;1.042119693;0.503378087;0.646843678;0.541675778;0.421606824;0.467258716;0.503414058;0.006793919
3952;3952;0.874115854;0.899659579;47.81530855;201.7372414;27.4142345;503.3908274;40.67013094;0.083333333;0.441176471;0.527272727;0.389570552;0.444244604;0.03561354;0.08892076;0.120057513;0.218175743;0.24180752;1.594600281;442.0361784;0.00493239;4413.538824;1.14194E-05;0.006668056;162.7583866;0.00063373;0.000418613;37797.51143;0.012038273;0.004956278;0.012545924;1.261944753;1.778374695;3.358465964;5.745570002;0.939873104;0.898654995;0.898654995;0.793202031;0.793202031;0.645847028;150.7636529;443.3447318;1150.674304;8220.861478;98.34678096;327.3522196;533.5286273;32.00136257;121.2088756;458.479255;4856.528917;519.7135362;661.9823886;1568.803896;7582.37897;0.929811153;0.515446182;0.880940609;0.53469955;0.687652329;0.458016867;0.648361002;0.049216294
3953;3953;0.861245628;0.85170567;61.41015827;214.4987789;26.21632296;470.7594391;35.19317016;0.041666667;0.397058824;0.606060606;0.389570552;0.431654676;0.041607898;0.081032628;0.14162473;0.206815904;0.239047948;1.346985544;348.2366305;0.004125843;3989.174044;0.003775839;0.00565967;131.7953071;0.00229989;0.000675513;24788.51774;0.011915359;0.005575958;0.013322357;1.179193186;1.776481165;3.115313417;5.517849174;0.812794084;0.755549381;0.755549381;0.700325742;0.700325742;0.559762239;136.7039482;474.7462527;968.3786116;7072.879818;138.9508823;325.1741446;598.8729343;39.21349935;123.457753;550.7652618;7536.962618;482.7603062;918.1505896;2391.873538;8592.253947;1.061211331;0.491784395;0.920985337;0.535033356;0.737135013;0.457300855;0.798449256;0.049579744
3954;3954;0.879390718;0.854038529;64.19898711;211.5958405;22.02954302;496.3226494;44.35132673;0.083333333;0.308823529;0.521212121;0.404907975;0.401079137;0.040550071;0.080315525;0.134076204;0.203140662;0.23283891;1.410762423;471.7205012;0.00563353;4080.792636;2.72834E-08;0.007907758;148.8698944;0.003465636;0.000513583;25393.05819;0.008694505;0.007342764;0.014904884;1.247046249;1.795595699;3.170325294;6.026496364;0.79460695;0.778277509;0.778277509;0.760167805;0.760167805;0.640813043;128.8154056;340.660741;1452.774313;8138.244376;127.559465;226.2233375;625.3258747;38.31874386;141.6468493;601.1245463;6393.073665;528.2201823;916.2922909;2330.734891;8969.845665;0.802270038;0.507500866;0.670909959;0.621954012;0.378190967;0.589677246;0.828142653;0.021294966
3955;3955;0.876873656;0.886546825;55.40883024;187.5289545;23.82384364;534.590361;35.62096504;0.125;0.294117647;0.618181818;0.404907975;0.415467626;0.038434415;0.0864109;0.131200575;0.203474774;0.23387375;1.566415746;456.3757671;0.014827815;2875.172799;0.000320487;0.008380933;121.4791362;0.001495977;0.000232106;35501.30284;0.008862521;0.004088729;0.006703975;1.202881095;1.763912844;3.372822579;5.699383451;0.890035862;0.831264759;0.831264759;0.737407092;0.737407092;0.627920863;112.1390705;495.9504573;1166.331277;6946.009327;123.7420832;290.034602;623.5730421;30.56026664;131.2823592;540.8257071;6967.890639;294.4435036;988.7131148;1873.926641;9612.38517;1.236669091;0.487854239;0.794443502;0.468555473;0.576593651;0.368551629;0.932445663;0.047496416
3956;3956;0.892302363;0.878940381;53.97319607;224.8815179;25.97401617;564.6788625;33.2850626;0.083333333;0.25;0.618181818;0.398773006;0.426258993;0.043018336;0.072427393;0.130481668;0.203474774;0.226629872;1.490156956;387.6528084;0.005757612;4110.43552;5.5115E-06;0.011761641;150.3853821;0.001907806;0.000264468;30995.02099;0.007082432;0.006434561;0.011041965;1.161675342;1.730089988;3.380560918;6.167718617;0.804885041;0.784076322;0.784076322;0.759757551;0.759757551;0.585975754;168.9370112;349.6712041;1206.886245;8745.913684;106.4473341;325.9382455;728.3754861;34.80940585;113.6932443;439.1382724;6220.106912;536.3415182;1075.548777;2102.000812;8567.997705;1.134639927;0.482135181;0.890959795;0.629377978;0.440632064;0.598294323;0.594910394;0.059137737
3957;3957;0.863127193;0.863445634;56.82258268;231.3693919;32.24347272;361.6363237;44.07403816;0.166666667;0.264705882;0.56969697;0.349693252;0.411870504;0.036671368;0.077447114;0.134076204;0.21784163;0.241117627;1.751956176;377.9051241;0.00950291;3463.849965;4.79882E-09;0.006367433;155.1986538;0.000733501;0.000625403;27231.85201;0.011216444;0.001369186;0.016671854;1.219967133;1.762184908;3.31777565;5.584680474;0.911798084;0.858036689;0.858036689;0.749649687;0.749649687;0.635763741;137.5181771;407.4386505;959.4439855;7770.589366;111.9431844;231.184384;692.8836195;24.72231018;103.6353864;564.4999812;7508.981671;441.4024435;961.9841202;2082.595971;7569.803275;0.971054176;0.516150479;0.755778084;0.654883852;0.555984217;0.643926361;0.803073786;0.024414265
3958;3958;0.866267184;0.870557407;49.48009805;242.4847029;21.71523999;447.811104;31.71648775;0.104166667;0.279411765;0.606060606;0.411042945;0.399280576;0.038434415;0.087486554;0.143781452;0.207150017;0.239392894;1.097488606;331.8404435;0.008656973;3795.66289;0.000127256;0.01058204;162.1300315;0.001335125;0.00020993;24007.07674;0.011850645;0.006730268;0.009513936;1.225636964;1.761643887;3.448139454;6.152146715;0.857355589;0.852068929;0.852068929;0.814142849;0.814142849;0.62591955;125.2294189;376.6069929;841.2860953;7860.740011;138.5792542;295.2146606;536.5530131;31.22166638;105.9634535;556.8774762;8368.766124;404.9865498;970.1425606;2052.674884;10152.84696;1.046901797;0.503142348;0.944620454;0.658769645;0.497023304;0.6480889;0.810006807;0.05640951
3959;3959;0.851020439;0.851929755;48.49526247;229.0019917;27.12870456;531.3605319;30.71047598;0.145833333;0.338235294;0.6;0.438650307;0.377697842;0.037023977;0.078164217;0.135514019;0.207150017;0.232493963;1.419816842;439.3290284;0.007714769;3979.555159;7.42913E-05;0.007773075;154.6582673;0.00092464;0.001102801;34766.91678;0.008466572;0.007204547;0.017026966;1.18071825;1.781929784;3.27723079;6.200653761;0.919887213;0.843725822;0.843725822;0.70807571;0.70807571;0.685524051;150.1272812;310.874719;1385.906334;7915.338822;92.20841746;234.7018971;602.7940338;30.69464819;90.27059055;520.9542667;6284.439534;493.2631136;873.3775585;1691.680463;6600.302081;0.995427125;0.489227492;0.809666081;0.552025031;0.516602306;0.483671532;0.650039057;0.044974865
3960;3960;0.893851641;0.880979647;55.00123602;161.0844148;20.56397168;333.7946447;41.47505015;0.104166667;0.294117647;0.448484848;0.395705521;0.451438849;0.041255289;0.075654356;0.127606039;0.20748413;0.236633322;2.078142832;462.1551191;0.004581261;4220.131852;7.27949E-09;0.007278859;146.6386618;0.000750064;0.000702016;33050.96895;0.009561278;0.007343578;0.013130677;1.240187753;1.814581806;3.296123511;6.093989732;0.723129648;0.677759336;0.677759336;0.66392845;0.66392845;0.684678768;148.000332;287.4961756;830.0757192;6719.835626;122.7673003;316.1710268;672.6579381;37.72405503;101.1613592;541.2609021;6733.783625;431.6420158;911.6146359;2032.154019;7939.415273;0.838039723;0.485781839;0.793028848;0.564926289;0.363299239;0.503077345;0.872822909;0.039781712
3961;3961;0.859579204;0.861589837;52.14594163;184.7118842;25.07747429;454.6021566;34.29934349;0.104166667;0.294117647;0.533333333;0.423312883;0.377697842;0.039139633;0.078522768;0.14557872;0.198797193;0.229389445;1.72396975;404.0452543;0.018579086;3595.137007;0.005117301;0.008295441;134.3232409;0.000412409;0.000426326;26264.14015;0.007178903;0.005680564;0.012026755;1.174620198;1.853234899;3.135481945;5.747486327;0.886549544;0.861314613;0.861314613;0.797100172;0.797100172;0.696419926;124.349306;348.8273388;1351.886531;9354.279487;128.4235064;281.7698129;692.5669387;38.21916525;121.6291827;430.0418999;7354.161619;497.4877664;616.6403726;1440.037698;7329.679813;1.204734722;0.503377045;0.694270368;0.650323024;0.353002439;0.632575918;0.336120358;0.007876
